Date,Open,High,Low,Close,Adj Close,Volume
2023-02-24,1625.000000,1640.000000,1595.000000,1630.000000,1607.679810,65366700
2023-02-27,1625.000000,1625.000000,1520.000000,1520.000000,1499.186035,74836300
2023-02-28,1500.000000,1540.000000,1445.000000,1520.000000,1499.186035,122694500
2023-03-01,1520.000000,1595.000000,1515.000000,1595.000000,1573.159058,58720200
2023-03-02,1595.000000,1625.000000,1555.000000,1565.000000,1543.569824,39690000
2023-03-03,1570.000000,1590.000000,1550.000000,1565.000000,1543.569824,21355400
2023-03-06,1580.000000,1585.000000,1530.000000,1565.000000,1543.569824,28069200
2023-03-07,1565.000000,1605.000000,1555.000000,1595.000000,1573.159058,54785000
2023-03-08,1600.000000,1605.000000,1550.000000,1555.000000,1533.706787,27365400
2023-03-09,1560.000000,1600.000000,1555.000000,1595.000000,1573.159058,24837200
