Date,Open,High,Low,Close,Adj Close,Volume
2021-02-01,2389.506592,2886.914063,2213.950928,2730.864746,2659.512695,808277004
2021-02-02,2760.124023,2799.136230,2545.556152,2545.556152,2479.045898,315092297
2021-02-03,2545.556152,2740.617920,2438.271973,2682.099365,2612.021484,425979635
2021-02-04,2701.605469,2769.877197,2555.309082,2613.827637,2545.533447,250161992
2021-02-05,2701.605469,2711.358643,2565.062256,2643.086914,2574.028320,105080664
2021-02-08,2643.086914,2925.926514,2633.333740,2886.914063,2811.484619,406094549
2021-02-09,2896.667236,2994.197998,2701.605469,2760.124023,2688.007324,349540155
2021-02-10,2769.877197,2838.148682,2691.852295,2799.136230,2726.000244,112706146
2021-02-11,2808.889404,2877.161133,2760.124023,2799.136230,2726.000244,85147081
2021-02-15,2799.136230,2857.654785,2799.136230,2799.136230,2726.000244,48565642
2021-02-16,2808.889404,2877.161133,2799.136230,2828.395508,2754.494873,69768054
2021-02-17,2828.395508,2838.148682,2672.346191,2672.346191,2602.522949,94355856
2021-02-18,2672.346191,2711.358643,2584.568359,2633.333740,2564.529785,74337889
2021-02-19,2633.333740,2672.346191,2584.568359,2623.580811,2555.031738,55710251
2021-02-22,2633.333740,2779.630127,2623.580811,2701.605469,2631.017822,123645963
2021-02-23,2721.111572,2750.370850,2672.346191,2721.111572,2650.014404,36417387
2021-02-24,2721.111572,2799.136230,2691.852295,2750.370850,2678.508789,75675209
2021-02-25,2760.124023,2906.420410,2760.124023,2886.914063,2811.484619,217408161
2021-02-26,2906.420410,2994.197998,2760.124023,2867.407959,2792.488037,239975065
2021-03-01,2896.667236,2906.420410,2808.889404,2847.901855,2773.491699,59779423
2021-03-02,2857.654785,2877.161133,2779.630127,2779.630127,2707.003906,45098638
2021-03-03,2789.383301,2838.148682,2730.864746,2740.617920,2669.010986,46658041
2021-03-04,2740.617920,2779.630127,2565.062256,2613.827637,2545.533447,76365759
2021-03-05,2613.827637,2643.086914,2516.296875,2565.062256,2498.042236,43436805
2021-03-08,2565.062256,2672.346191,2565.062256,2613.827637,2545.533447,36892519
2021-03-09,2613.827637,2643.086914,2535.802979,2555.309082,2488.543701,27128945
2021-03-10,2584.568359,2584.568359,2496.790527,2506.543701,2441.052734,26213953
2021-03-12,2516.296875,2574.815430,2506.543701,2555.309082,2488.543701,33190512
2021-03-15,2555.309082,2613.827637,2535.802979,2535.802979,2469.547607,25562159
2021-03-16,2535.802979,2691.852295,2535.802979,2613.827637,2545.533447,63705667
2021-03-17,2633.333740,2662.593018,2613.827637,2633.333740,2564.529785,23373519
2021-03-18,2633.333740,2672.346191,2633.333740,2652.840088,2583.526611,29527160
2021-03-19,2662.593018,2662.593018,2555.309082,2604.074463,2536.035156,88324946
2021-03-22,2604.074463,2613.827637,2555.309082,2555.309082,2488.543701,14688065
2021-03-23,2555.309082,2594.321533,2516.296875,2526.049805,2460.049072,22598380
2021-03-24,2526.049805,2574.815430,2496.790527,2535.802979,2469.547607,18360133
2021-03-25,2535.802979,2555.309082,2370.000488,2428.519043,2365.066650,35112057
2021-03-26,2389.506592,2477.284424,2389.506592,2477.284424,2412.557617,34286780
2021-03-29,2477.284424,2496.790527,2389.506592,2389.506592,2327.073486,18069250
2021-03-30,2389.506592,2428.519043,2262.716553,2291.975830,2232.090820,35096575
2021-03-31,2291.975830,2291.975830,2155.432617,2233.457275,2175.101318,39189125
2021-04-01,2233.457275,2291.975830,2194.444824,2272.469482,2213.094238,32885275
2021-04-05,2301.728760,2301.728760,2155.432617,2174.938721,2118.111816,26912603
2021-04-06,2184.691895,2213.950928,2135.926270,2204.197998,2146.606445,19913384
2021-04-07,2165.185547,2213.950928,2145.679443,2184.691895,2127.610352,12706026
2021-04-08,2184.691895,2418.765869,2165.185547,2379.753662,2317.575439,65477311
2021-04-09,2389.506592,2389.506592,2301.728760,2321.235107,2260.585693,44562602
2021-04-12,2321.235107,2340.741211,2204.197998,2213.950928,2156.104736,17200910
2021-04-13,2213.950928,2262.716553,2165.185547,2213.950928,2156.104736,12017116
2021-04-14,2204.197998,2311.481934,2204.197998,2272.469482,2213.094238,28888593
2021-04-15,2282.222656,2311.481934,2223.704102,2243.210205,2184.599365,11708599
2021-04-16,2243.210205,2301.728760,2243.210205,2272.469482,2213.094238,15262242
2021-04-19,2272.469482,2448.025146,2272.469482,2399.259766,2336.571777,89167551
2021-04-20,2399.259766,2399.259766,2291.975830,2321.235107,2260.585693,25180947
2021-04-21,2340.741211,2340.741211,2262.716553,2282.222656,2222.592529,22041531
2021-04-22,2291.975830,2330.988037,2282.222656,2282.222656,2222.592529,14654640
2021-04-23,2282.222656,2291.975830,2243.210205,2262.716553,2203.596436,8863038
2021-04-26,2262.716553,2291.975830,2243.210205,2252.963379,2194.097656,9764086
2021-04-27,2262.716553,2291.975830,2233.457275,2233.457275,2175.101318,13454199
2021-04-28,2233.457275,2262.716553,2155.432617,2165.185547,2108.613281,30763486
2021-04-29,2165.185547,2262.716553,2165.185547,2204.197998,2146.606445,26116855
2021-04-30,2204.197998,2233.457275,2184.691895,2223.704102,2165.603271,9628129
2021-05-03,2223.704102,2243.210205,2165.185547,2184.691895,2127.610352,13759436
2021-05-04,2184.691895,2204.197998,2155.432617,2194.444824,2137.108154,19477317
2021-05-05,2213.950928,2282.222656,2194.444824,2223.704102,2165.603271,25699859
2021-05-06,2233.457275,2418.765869,2223.704102,2360.247314,2298.578613,106296074
2021-05-07,2360.247314,2389.506592,2252.963379,2252.963379,2194.097656,36844329
2021-05-10,2252.963379,2301.728760,2223.704102,2223.704102,2165.603271,24542072
2021-05-11,2223.704102,2223.704102,2165.185547,2194.444824,2137.108154,26303360
2021-05-17,2194.444824,2204.197998,2048.148438,2048.148438,1994.634277,60642842
2021-05-18,2048.148438,2077.407715,1921.358398,1960.370728,1909.150146,60469461
2021-05-19,1940.864624,1960.370728,1843.333740,1857.963379,1809.418335,54781007
2021-05-20,1853.086792,1921.358398,1809.197876,1877.469482,1828.414795,52419601
2021-05-21,1887.222534,1896.975708,1804.321289,1809.197876,1761.927002,36365096
2021-05-24,1814.074463,1828.704102,1706.790405,1716.543579,1671.693604,53239649
2021-05-25,1716.543579,1872.592896,1706.790405,1804.321289,1757.177979,86601594
2021-05-27,1814.074463,1945.741089,1784.815186,1784.815186,1738.181519,114181166
2021-05-28,1804.321289,1843.333740,1789.691650,1823.827515,1776.174561,50915052
2021-05-31,1833.580566,1877.469482,1823.827515,1857.963379,1809.418335,35260113
2021-06-02,1857.963379,1916.481812,1857.963379,1877.469482,1828.414795,33713321
2021-06-03,1887.222534,1896.975708,1853.086792,1872.592896,1823.665649,24364692
2021-06-04,1877.469482,2048.148438,1862.839844,1999.383057,1947.143188,156561896
2021-06-07,2038.395508,2038.395508,1862.839844,1867.716431,1818.916626,118788527
2021-06-08,1867.716431,1877.469482,1770.185547,1779.938599,1733.432251,69701409
2021-06-09,1784.815186,1838.457153,1770.185547,1814.074463,1766.676147,51244691
2021-06-10,1814.074463,1857.963379,1799.444824,1833.580566,1785.672607,28530962
2021-06-11,1838.457153,1853.086792,1784.815186,1789.691650,1742.930420,32186112
2021-06-14,1794.568237,1814.074463,1765.308960,1765.308960,1719.184937,22627089
2021-06-15,1765.308960,1789.691650,1740.926270,1750.679321,1704.937500,21161194
2021-06-16,1750.679321,1765.308960,1726.296631,1736.049683,1690.690063,19736210
2021-06-17,1736.049683,1818.950928,1716.543579,1809.197876,1761.927002,48266250
2021-06-18,1804.321289,1853.086792,1721.420044,1721.420044,1676.442627,78023183
2021-06-21,1726.296631,1740.926270,1667.778076,1682.407715,1638.449707,37068361
2021-06-22,1687.284302,1789.691650,1682.407715,1765.308960,1719.184937,53178950
2021-06-23,1755.555908,1784.815186,1706.790405,1706.790405,1662.195435,36894467
2021-06-24,1706.790405,1726.296631,1682.407715,1682.407715,1638.449707,25262664
2021-06-25,1677.531128,1960.370728,1677.531128,1896.975708,1847.411377,334606834
2021-06-28,1940.864624,2204.197998,1892.099121,2194.444824,2137.108154,473823147
2021-06-29,2174.938721,2272.469482,2048.148438,2135.926270,2080.118652,303792799
2021-06-30,2126.173340,2311.481934,2096.914063,2243.210205,2184.599365,306581557
2021-07-01,2252.963379,2301.728760,2174.938721,2223.704102,2165.603271,136655073
2021-07-02,2243.210205,2262.716553,2096.914063,2174.938721,2118.111816,87929276
2021-07-05,2174.938721,2223.704102,2096.914063,2106.666992,2051.624023,67544554
2021-07-06,2116.420166,2194.444824,2067.654785,2126.173340,2070.620605,83130796
2021-07-07,2135.926270,2291.975830,2126.173340,2272.469482,2213.094238,191071580
2021-07-08,2282.222656,2438.271973,2282.222656,2370.000488,2308.076904,232556696
2021-07-09,2389.506592,2438.271973,2311.481934,2321.235107,2260.585693,99515247
2021-07-12,2321.235107,2389.506592,2291.975830,2301.728760,2241.589111,51033066
2021-07-13,2301.728760,2340.741211,2194.444824,2233.457275,2175.101318,60704259
2021-07-14,2233.457275,2340.741211,2165.185547,2291.975830,2232.090820,67782940
2021-07-15,2291.975830,2350.494385,2272.469482,2330.988037,2270.083740,69549047
2021-07-16,2330.988037,2438.271973,2321.235107,2379.753662,2317.575439,127648080
2021-07-19,2379.753662,2555.309082,2340.741211,2526.049805,2460.049072,192940937
2021-07-21,2545.556152,2643.086914,2487.037598,2506.543701,2441.052734,131848185
2021-07-22,2526.049805,2574.815430,2506.543701,2516.296875,2450.550781,32460487
2021-07-23,2516.296875,2604.074463,2516.296875,2574.815430,2507.540527,113537062
2021-07-26,2604.074463,2652.840088,2555.309082,2613.827637,2545.533447,105005406
2021-07-27,2613.827637,2808.889404,2496.790527,2643.086914,2574.028320,214698968
2021-07-28,2652.840088,2760.124023,2652.840088,2730.864746,2659.512695,102678963
2021-07-29,2730.864746,2769.877197,2682.099365,2750.370850,2678.508789,63547461
2021-07-30,2760.124023,2799.136230,2565.062256,2565.062256,2498.042236,129090392
2021-08-02,2535.802979,2604.074463,2409.012695,2535.802979,2469.547607,141611144
2021-08-03,2535.802979,2584.568359,2467.531250,2477.284424,2412.557617,44713426
2021-08-04,2487.037598,2555.309082,2467.531250,2516.296875,2450.550781,44743468
2021-08-05,2535.802979,2662.593018,2506.543701,2633.333740,2564.529785,74151589
2021-08-06,2652.840088,2691.852295,2565.062256,2623.580811,2555.031738,48795313
2021-08-09,2623.580811,2633.333740,2448.025146,2448.025146,2384.062988,66192059
2021-08-10,2438.271973,2457.778320,2282.222656,2282.222656,2222.592529,65865906
2021-08-12,2272.469482,2301.728760,2165.185547,2291.975830,2232.090820,68265248
2021-08-13,2282.222656,2360.247314,2243.210205,2311.481934,2251.087402,60335760
2021-08-16,2311.481934,2340.741211,2174.938721,2194.444824,2137.108154,68335585
2021-08-18,2194.444824,2233.457275,2048.148438,2116.420166,2061.122070,79424996
2021-08-19,2116.420166,2135.926270,1989.630005,2009.136230,1956.641357,61681077
2021-08-20,2009.136230,2165.185547,1960.370728,2096.914063,2042.125854,69568118
2021-08-23,2145.679443,2165.185547,2096.914063,2145.679443,2089.617188,46251708
2021-08-24,2155.432617,2233.457275,2116.420166,2126.173340,2070.620605,43707694
2021-08-25,2155.432617,2174.938721,2116.420166,2145.679443,2089.617188,20699802
2021-08-26,2184.691895,2184.691895,2116.420166,2135.926270,2080.118652,19148498
2021-08-27,2155.432617,2194.444824,2067.654785,2106.666992,2051.624023,38788431
2021-08-30,2135.926270,2194.444824,2116.420166,2155.432617,2099.115234,36343565
2021-08-31,2165.185547,2165.185547,2116.420166,2165.185547,2108.613281,19297682
2021-09-01,2165.185547,2184.691895,2126.173340,2126.173340,2070.620605,13734521
2021-09-02,2135.926270,2155.432617,2087.160889,2087.160889,2032.627441,22039993
2021-09-03,2087.160889,2116.420166,2067.654785,2087.160889,2032.627441,20876566
2021-09-06,2087.160889,2106.666992,2048.148438,2077.407715,2023.129150,22829691
2021-09-07,2077.407715,2116.420166,2057.901611,2057.901611,2004.132690,27020671
2021-09-08,2057.901611,2077.407715,2018.889282,2018.889282,1966.139648,25900411
2021-09-09,2018.889282,2038.395508,1950.617676,1989.630005,1937.644775,36122814
2021-09-10,1989.630005,2067.654785,1979.876953,2038.395508,1985.136230,33463144
2021-09-13,2038.395508,2077.407715,2018.889282,2077.407715,2023.129150,38994212
2021-09-14,2106.666992,2116.420166,2048.148438,2067.654785,2013.630859,36911692
2021-09-15,2067.654785,2077.407715,2038.395508,2038.395508,1985.136230,19473729
2021-09-16,2077.407715,2165.185547,2038.395508,2096.914063,2042.125854,78898086
2021-09-17,2096.914063,2126.173340,2067.654785,2096.914063,2042.125854,42412104
2021-09-20,2087.160889,2096.914063,2018.889282,2028.642334,1975.637817,25230162
2021-09-21,2028.642334,2057.901611,1979.876953,2018.889282,1966.139648,12736581
2021-09-22,2018.889282,2067.654785,2009.136230,2057.901611,2004.132690,17157129
2021-09-23,2067.654785,2106.666992,2038.395508,2087.160889,2032.627441,39488210
2021-09-24,2087.160889,2116.420166,2048.148438,2057.901611,2004.132690,34686961
2021-09-27,2057.901611,2087.160889,2018.889282,2018.889282,1966.139648,26753679
2021-09-28,2028.642334,2038.395508,1999.383057,2009.136230,1956.641357,17628262
2021-09-29,1999.383057,2009.136230,1950.617676,1989.630005,1937.644775,35748266
2021-09-30,1999.383057,2028.642334,1960.370728,1989.630005,1937.644775,32272649
2021-10-01,1989.630005,2009.136230,1960.370728,1989.630005,1937.644775,27171188
2021-10-04,1989.630005,2106.666992,1989.630005,2067.654785,2013.630859,74607650
2021-10-05,2096.914063,2096.914063,2028.642334,2028.642334,1975.637817,25152443
2021-10-06,2048.148438,2184.691895,2028.642334,2145.679443,2089.617188,162881433
2021-10-07,2165.185547,2213.950928,2087.160889,2087.160889,2032.627441,80362852
