Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,4120.000000,4340.000000,4120.000000,4230.000000,3959.879150,24420300
2022-01-04,4250.000000,4310.000000,4230.000000,4250.000000,3978.602051,13276500
2022-01-05,4260.000000,4270.000000,4180.000000,4210.000000,3941.156006,9697800
2022-01-06,4210.000000,4240.000000,4180.000000,4230.000000,3959.879150,7594500
2022-01-07,4230.000000,4240.000000,4200.000000,4220.000000,3950.518066,7219700
2022-01-10,4220.000000,4290.000000,4200.000000,4250.000000,3978.602051,12806600
2022-01-11,4260.000000,4270.000000,4150.000000,4180.000000,3913.072021,17846600
2022-01-12,4200.000000,4340.000000,4180.000000,4330.000000,4053.493408,29769500
2022-01-13,4330.000000,4340.000000,4240.000000,4270.000000,3997.324951,13806300
2022-01-14,4280.000000,4280.000000,4210.000000,4220.000000,3950.518066,11920000
2022-01-17,4240.000000,4240.000000,4140.000000,4150.000000,3884.988037,20035500
2022-01-18,4160.000000,4230.000000,4070.000000,4110.000000,3847.542236,27044300
2022-01-19,4110.000000,4110.000000,4080.000000,4100.000000,3838.180908,7662700
2022-01-20,4100.000000,4120.000000,4070.000000,4100.000000,3838.180908,9264200
2022-01-21,4090.000000,4150.000000,4080.000000,4150.000000,3884.988037,15210700
2022-01-24,4130.000000,4140.000000,4080.000000,4080.000000,3819.458008,9762900
2022-01-25,4100.000000,4110.000000,4010.000000,4060.000000,3800.735352,17157500
2022-01-26,4060.000000,4130.000000,4050.000000,4130.000000,3866.265137,11479200
2022-01-27,4120.000000,4120.000000,4050.000000,4060.000000,3800.735352,6277700
2022-01-28,4060.000000,4090.000000,4030.000000,4050.000000,3791.373779,10458800
2022-01-31,4060.000000,4080.000000,4000.000000,4030.000000,3772.651123,19204300
2022-02-02,4030.000000,4060.000000,4010.000000,4050.000000,3791.373779,8369600
2022-02-03,4050.000000,4050.000000,4000.000000,4010.000000,3753.927979,8460100
2022-02-04,4020.000000,4040.000000,3990.000000,4020.000000,3763.289551,14487100
2022-02-07,4020.000000,4050.000000,4000.000000,4000.000000,3744.566650,14546900
2022-02-08,4000.000000,4080.000000,4000.000000,4000.000000,3744.566650,19022800
2022-02-09,4000.000000,4020.000000,3960.000000,3960.000000,3707.121094,20209400
2022-02-10,3960.000000,4040.000000,3960.000000,3980.000000,3725.843750,21580200
2022-02-11,3950.000000,3960.000000,3880.000000,3900.000000,3650.952393,38093800
2022-02-14,3900.000000,3910.000000,3850.000000,3850.000000,3604.145752,27720300
2022-02-15,3860.000000,3880.000000,3850.000000,3870.000000,3622.868408,16340600
2022-02-16,3880.000000,3920.000000,3870.000000,3870.000000,3622.868408,22715500
2022-02-17,3880.000000,3910.000000,3820.000000,3830.000000,3585.422607,28291200
2022-02-18,3840.000000,3900.000000,3840.000000,3850.000000,3604.145752,27431100
2022-02-21,3850.000000,3900.000000,3850.000000,3850.000000,3604.145752,12790900
2022-02-22,3850.000000,3870.000000,3800.000000,3810.000000,3566.699707,28240100
2022-02-23,3810.000000,3860.000000,3800.000000,3820.000000,3576.061279,21559300
2022-02-24,3810.000000,3840.000000,3670.000000,3690.000000,3454.362793,51511000
2022-02-25,3700.000000,3750.000000,3680.000000,3680.000000,3445.001221,39737700
2022-03-01,3690.000000,3730.000000,3670.000000,3680.000000,3445.001221,21312400
2022-03-02,3680.000000,3810.000000,3650.000000,3660.000000,3426.278564,37310800
2022-03-04,3660.000000,3670.000000,3520.000000,3520.000000,3295.218750,42359200
2022-03-07,3500.000000,3510.000000,3400.000000,3430.000000,3210.966064,41980800
2022-03-08,3420.000000,3520.000000,3360.000000,3360.000000,3145.436279,35450900
2022-03-09,3370.000000,3450.000000,3370.000000,3400.000000,3182.881348,24068100
2022-03-10,3450.000000,3460.000000,3370.000000,3430.000000,3210.966064,19292400
2022-03-11,3420.000000,3420.000000,3370.000000,3370.000000,3154.797363,19258300
2022-03-14,3380.000000,3410.000000,3370.000000,3380.000000,3164.158691,20868200
2022-03-15,3400.000000,3440.000000,3280.000000,3280.000000,3070.544434,35618500
2022-03-16,3290.000000,3540.000000,3280.000000,3450.000000,3229.688721,66871800
2022-03-17,3490.000000,3520.000000,3380.000000,3420.000000,3201.604736,33986000
2022-03-18,3430.000000,3440.000000,3340.000000,3360.000000,3145.436279,23334800
2022-03-21,3360.000000,3470.000000,3330.000000,3460.000000,3239.050049,29782900
2022-03-22,3460.000000,3500.000000,3440.000000,3490.000000,3267.134277,24196400
2022-03-23,3500.000000,3510.000000,3410.000000,3410.000000,3192.243164,16459800
2022-03-24,3400.000000,3420.000000,3360.000000,3380.000000,3164.158691,24615200
2022-03-25,3390.000000,3420.000000,3380.000000,3400.000000,3182.881348,14146900
2022-03-28,3400.000000,3490.000000,3370.000000,3460.000000,3239.050049,23752600
2022-03-29,3480.000000,3560.000000,3480.000000,3480.000000,3257.773193,41388600
2022-03-30,3500.000000,3740.000000,3500.000000,3720.000000,3482.447021,91287100
2022-03-31,3730.000000,3760.000000,3650.000000,3660.000000,3426.278564,47424200
2022-04-01,3660.000000,3690.000000,3600.000000,3620.000000,3388.833008,26735700
2022-04-04,3630.000000,3660.000000,3540.000000,3570.000000,3342.025879,36823300
2022-04-05,3570.000000,3690.000000,3570.000000,3680.000000,3445.001221,30816700
2022-04-06,3680.000000,3680.000000,3560.000000,3600.000000,3370.110107,25193400
2022-04-07,3600.000000,3640.000000,3550.000000,3570.000000,3342.025879,18081300
2022-04-08,3590.000000,3600.000000,3520.000000,3540.000000,3313.941650,14057400
2022-04-11,3570.000000,3570.000000,3450.000000,3460.000000,3239.050049,27777500
2022-04-12,3460.000000,3520.000000,3410.000000,3520.000000,3295.218750,17817400
2022-04-13,3520.000000,3520.000000,3410.000000,3440.000000,3220.327393,20850000
2022-04-14,3430.000000,3460.000000,3400.000000,3400.000000,3182.881348,9591300
2022-04-18,3400.000000,3440.000000,3370.000000,3390.000000,3173.520264,10009100
2022-04-19,3390.000000,3410.000000,3350.000000,3350.000000,3136.074707,13023000
2022-04-20,3390.000000,3510.000000,3370.000000,3470.000000,3248.411377,29867500
2022-04-21,3470.000000,3500.000000,3400.000000,3400.000000,3182.881348,19189900
2022-04-22,3400.000000,3440.000000,3370.000000,3430.000000,3210.966064,16244400
2022-04-25,3420.000000,3720.000000,3400.000000,3690.000000,3454.362793,53256900
2022-04-26,3720.000000,3930.000000,3690.000000,3890.000000,3641.591064,96737500
2022-04-27,3890.000000,3900.000000,3770.000000,3810.000000,3566.699707,36437100
2022-04-28,3830.000000,3920.000000,3770.000000,3890.000000,3641.591064,33886500
2022-05-09,4000.000000,4140.000000,3890.000000,4010.000000,3753.927979,103950200
2022-05-10,4010.000000,4400.000000,3990.000000,4380.000000,4100.300781,172562700
2022-05-11,4400.000000,4940.000000,4380.000000,4880.000000,4568.371582,197748700
2022-05-12,4920.000000,4940.000000,4580.000000,4690.000000,4390.504883,118621900
2022-05-13,4690.000000,4900.000000,4660.000000,4800.000000,4493.479980,79196200
2022-05-17,4810.000000,4900.000000,4660.000000,4800.000000,4493.479980,43843800
2022-05-18,4820.000000,5075.000000,4810.000000,5025.000000,4704.111816,88532400
2022-05-19,4960.000000,5000.000000,4850.000000,4880.000000,4568.371582,56274400
2022-05-20,4870.000000,5125.000000,4860.000000,5050.000000,4727.515625,58516300
2022-05-23,5050.000000,5075.000000,4850.000000,4880.000000,4568.371582,37184300
2022-05-24,4920.000000,4950.000000,4700.000000,4810.000000,4502.841797,39458200
2022-05-25,4860.000000,4900.000000,4730.000000,4770.000000,4465.395996,38989700
2022-05-27,4800.000000,4840.000000,4710.000000,4760.000000,4456.034180,31887700
2022-05-30,4760.000000,4760.000000,4620.000000,4650.000000,4353.058594,49609700
2022-05-31,4680.000000,4820.000000,4630.000000,4730.000000,4427.950195,93943100
2022-06-02,4760.000000,4890.000000,4710.000000,4790.000000,4484.118652,56089200
2022-06-03,4810.000000,4810.000000,4720.000000,4720.000000,4418.588867,25523600
2022-06-06,4720.000000,4780.000000,4700.000000,4770.000000,4465.395996,16170500
2022-06-07,4770.000000,4780.000000,4720.000000,4730.000000,4427.950195,19562800
2022-06-08,4740.000000,4970.000000,4730.000000,4890.000000,4577.732910,56202700
2022-06-09,4900.000000,4930.000000,4760.000000,4820.000000,4512.203125,32236200
2022-06-10,4780.000000,4790.000000,4720.000000,4750.000000,4446.672852,20081200
2022-06-13,4690.000000,4700.000000,4600.000000,4690.000000,4390.504883,28947200
2022-06-14,4640.000000,4740.000000,4610.000000,4740.000000,4437.311523,22498700
2022-06-15,4750.000000,4810.000000,4690.000000,4800.000000,4493.479980,24158700
2022-06-16,4850.000000,4850.000000,4730.000000,4800.000000,4493.479980,19890100
2022-06-17,4760.000000,4800.000000,4650.000000,4650.000000,4353.058594,35637800
2022-06-20,4680.000000,5025.000000,4660.000000,5025.000000,4704.111816,64615100
2022-06-21,5050.000000,5100.000000,4950.000000,5050.000000,4727.515625,38363600
2022-06-22,5050.000000,5050.000000,4860.000000,4890.000000,4577.732910,25752200
2022-06-23,4900.000000,5000.000000,4860.000000,4960.000000,4643.262695,33615200
2022-06-24,4930.000000,4990.000000,4870.000000,4990.000000,4751.821289,22538000
2022-06-27,4990.000000,5000.000000,4900.000000,4980.000000,4742.298340,19512800
2022-06-28,4980.000000,5075.000000,4960.000000,5050.000000,4808.957520,25740300
2022-06-29,5000.000000,5050.000000,4910.000000,4940.000000,4704.207520,19482000
2022-06-30,4950.000000,4980.000000,4750.000000,4770.000000,4542.322266,32840700
2022-07-01,4750.000000,4860.000000,4690.000000,4830.000000,4599.458008,19350200
2022-07-04,4800.000000,4820.000000,4550.000000,4700.000000,4475.663574,22093000
2022-07-05,4700.000000,4780.000000,4680.000000,4760.000000,4532.799316,14993200
2022-07-06,4740.000000,4830.000000,4710.000000,4780.000000,4551.845215,12189400
